Year,Country / territory of asylum/residence,Origin,Population type,Value
2009,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,25
2009,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2009,Australia,Syrian Arab Rep.,Asylum-seekers,7
2009,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),80
2009,Austria,Syrian Arab Rep.,Asylum-seekers,495
2009,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),385
2009,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),177
2009,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Syrian Arab Rep.,Asylum-seekers,10
2009,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),90
2009,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,2
2009,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2009,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2009,Canada,Syrian Arab Rep.,Asylum-seekers,183
2009,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),577
2009,Switzerland,Syrian Arab Rep.,Asylum-seekers,723
2009,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),661
2009,China,Syrian Arab Rep.,Asylum-seekers,1
2009,Cyprus,Syrian Arab Rep.,Asylum-seekers,404
2009,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),95
2009,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,56
2009,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2009,Germany,Syrian Arab Rep.,Asylum-seekers,1811
2009,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10217
2009,Denmark,Syrian Arab Rep.,Asylum-seekers,152
2009,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),392
2009,Ecuador,Syrian Arab Rep.,Asylum-seekers,1
2009,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2009,Egypt,Syrian Arab Rep.,Asylum-seekers,1
2009,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2009,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),33
2009,Finland,Syrian Arab Rep.,Asylum-seekers,31
2009,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),52
2009,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),244
2009,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),460
2009,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),19
2009,Hungary,Syrian Arab Rep.,Asylum-seekers,3
2009,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),43
2009,Indonesia,Syrian Arab Rep.,Asylum-seekers,3
2009,Ireland,Syrian Arab Rep.,Asylum-seekers,6
2009,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2009,Iran (Islamic Rep. of),Syrian Arab Rep.,Asylum-seekers,1
2009,Iraq,Syrian Arab Rep.,Asylum-seekers,127
2009,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),757
2009,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2009,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),190
2009,Jordan,Syrian Arab Rep.,Asylum-seekers,144
2009,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),138
2009,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,19
2009,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2009,Kuwait,Syrian Arab Rep.,Asylum-seekers,13
2009,Lebanon,Syrian Arab Rep.,Asylum-seekers,100
2009,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),90
2009,Libya,Syrian Arab Rep.,Asylum-seekers,8
2009,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2009,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,4
2009,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,2
2009,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2009,Malta,Syrian Arab Rep.,Asylum-seekers,7
2009,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2009,Malaysia,Syrian Arab Rep.,Asylum-seekers,1
2009,Netherlands,Syrian Arab Rep.,Asylum-seekers,98
2009,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1254
2009,Norway,Syrian Arab Rep.,Asylum-seekers,297
2009,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),152
2009,New Zealand,Syrian Arab Rep.,Asylum-seekers,2
2009,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),35
2009,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2009,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2009,Poland,Syrian Arab Rep.,Asylum-seekers,3
2009,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2009,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2009,Romania,Syrian Arab Rep.,Asylum-seekers,11
2009,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),19
2009,Russian Federation,Syrian Arab Rep.,Asylum-seekers,3
2009,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2009,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,6
2009,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2009,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2009,Sweden,Syrian Arab Rep.,Asylum-seekers,594
2009,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1118
2009,Thailand,Syrian Arab Rep.,Asylum-seekers,1
2009,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2009,Turkey,Syrian Arab Rep.,Asylum-seekers,56
2009,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2009,Ukraine,Syrian Arab Rep.,Asylum-seekers,54
2009,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2009,United States of America,Syrian Arab Rep.,Asylum-seekers,67
2009,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),341
2009,Yemen,Syrian Arab Rep.,Asylum-seekers,38
2009,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
2010,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,9
2010,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2010,Australia,Syrian Arab Rep.,Asylum-seekers,18
2010,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),68
2010,Austria,Syrian Arab Rep.,Asylum-seekers,471
2010,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),505
2010,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),229
2010,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Syrian Arab Rep.,Asylum-seekers,30
2010,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),95
2010,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,2
2010,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2010,Bolivia (Plurinational State of),Syrian Arab Rep.,Asylum-seekers,2
2010,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2010,Canada,Syrian Arab Rep.,Asylum-seekers,221
2010,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),545
2010,Switzerland,Syrian Arab Rep.,Asylum-seekers,859
2010,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),694
2010,Cyprus,Syrian Arab Rep.,Asylum-seekers,242
2010,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),125
2010,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,36
2010,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2010,Germany,Syrian Arab Rep.,Asylum-seekers,2690
2010,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10518
2010,Denmark,Syrian Arab Rep.,Asylum-seekers,483
2010,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),750
2010,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,1
2010,Ecuador,Syrian Arab Rep.,Asylum-seekers,2
2010,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2010,Egypt,Syrian Arab Rep.,Asylum-seekers,2
2010,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2010,Spain,Syrian Arab Rep.,Asylum-seekers,12
2010,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),35
2010,Finland,Syrian Arab Rep.,Asylum-seekers,23
2010,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),59
2010,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),280
2010,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),499
2010,Greece,Syrian Arab Rep.,Asylum-seekers,2217
2010,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2010,Croatia,Syrian Arab Rep.,Asylum-seekers,4
2010,Hungary,Syrian Arab Rep.,Asylum-seekers,8
2010,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2010,Ireland,Syrian Arab Rep.,Asylum-seekers,10
2010,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2010,Iran (Islamic Rep. of),Syrian Arab Rep.,Asylum-seekers,1
2010,Iraq,Syrian Arab Rep.,Asylum-seekers,968
2010,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),254
2010,Iceland,Syrian Arab Rep.,Asylum-seekers,2
2010,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2010,Italy,Syrian Arab Rep.,Asylum-seekers,29
2010,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),211
2010,Jordan,Syrian Arab Rep.,Asylum-seekers,287
2010,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),198
2010,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,12
2010,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2010,Kuwait,Syrian Arab Rep.,Asylum-seekers,13
2010,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2010,Lebanon,Syrian Arab Rep.,Asylum-seekers,141
2010,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),64
2010,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2010,Luxembourg,Syrian Arab Rep.,Asylum-seekers,15
2010,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,4
2010,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,4
2010,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2010,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,1
2010,Malta,Syrian Arab Rep.,Asylum-seekers,3
2010,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),33
2010,Malaysia,Syrian Arab Rep.,Asylum-seekers,5
2010,Netherlands,Syrian Arab Rep.,Asylum-seekers,133
2010,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1186
2010,Norway,Syrian Arab Rep.,Asylum-seekers,192
2010,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),186
2010,New Zealand,Syrian Arab Rep.,Asylum-seekers,4
2010,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2010,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2010,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2010,Poland,Syrian Arab Rep.,Asylum-seekers,8
2010,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2010,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2010,Romania,Syrian Arab Rep.,Asylum-seekers,13
2010,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2010,Russian Federation,Syrian Arab Rep.,Asylum-seekers,3
2010,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2010,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,7
2010,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2010,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2010,Sweden,Syrian Arab Rep.,Asylum-seekers,371
2010,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1169
2010,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2010,Thailand,Syrian Arab Rep.,Asylum-seekers,1
2010,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2010,Turkey,Syrian Arab Rep.,Asylum-seekers,65
2010,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2010,Ukraine,Syrian Arab Rep.,Asylum-seekers,96
2010,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2010,United States of America,Syrian Arab Rep.,Asylum-seekers,10
2010,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),312
2010,Yemen,Syrian Arab Rep.,Asylum-seekers,34
2010,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),52
2011,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,6
2011,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),37
2011,Armenia,Syrian Arab Rep.,Asylum-seekers,2
2011,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2011,Australia,Syrian Arab Rep.,Asylum-seekers,66
2011,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),84
2011,Austria,Syrian Arab Rep.,Asylum-seekers,456
2011,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),903
2011,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Belgium,Syrian Arab Rep.,Asylum-seekers,666
2011,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),312
2011,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Syrian Arab Rep.,Asylum-seekers,70
2011,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),98
2011,Bahrain,Syrian Arab Rep.,Asylum-seekers,3
2011,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,2
2011,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Brazil,Syrian Arab Rep.,Asylum-seekers,13
2011,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2011,Canada,Syrian Arab Rep.,Asylum-seekers,251
2011,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),547
2011,Switzerland,Syrian Arab Rep.,Asylum-seekers,1066
2011,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1074
2011,China,Syrian Arab Rep.,Asylum-seekers,2
2011,Costa Rica,Syrian Arab Rep.,Asylum-seekers,1
2011,Cyprus,Syrian Arab Rep.,Asylum-seekers,345
2011,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),137
2011,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2011,Germany,Syrian Arab Rep.,Asylum-seekers,4713
2011,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10155
2011,Denmark,Syrian Arab Rep.,Asylum-seekers,93
2011,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1197
2011,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,1
2011,Algeria,Syrian Arab Rep.,Asylum-seekers,4
2011,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2011,Egypt,Syrian Arab Rep.,Asylum-seekers,85
2011,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2011,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2011,Finland,Syrian Arab Rep.,Asylum-seekers,75
2011,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),86
2011,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),351
2011,United Kingdom,Syrian Arab Rep.,Asylum-seekers,339
2011,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),693
2011,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2011,Croatia,Syrian Arab Rep.,Asylum-seekers,4
2011,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2011,Indonesia,Syrian Arab Rep.,Asylum-seekers,7
2011,India,Syrian Arab Rep.,Asylum-seekers,1
2011,Ireland,Syrian Arab Rep.,Asylum-seekers,18
2011,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),27
2011,Iraq,Syrian Arab Rep.,Asylum-seekers,1391
2011,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),323
2011,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),262
2011,Jordan,Syrian Arab Rep.,Asylum-seekers,2618
2011,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),193
2011,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,2
2011,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,11
2011,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2011,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,2
2011,Kuwait,Syrian Arab Rep.,Asylum-seekers,10
2011,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2011,Lebanon,Syrian Arab Rep.,Asylum-seekers,367
2011,Lebanon,Syrian Arab Rep.,Others of concern,4840
2011,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),124
2011,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2011,Latvia,Syrian Arab Rep.,Asylum-seekers,11
2011,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2011,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,4
2011,Morocco,Syrian Arab Rep.,Asylum-seekers,5
2011,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,10
2011,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2011,Malta,Syrian Arab Rep.,Asylum-seekers,72
2011,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),80
2011,Malaysia,Syrian Arab Rep.,Asylum-seekers,8
2011,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2011,Netherlands,Syrian Arab Rep.,Asylum-seekers,231
2011,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1064
2011,Norway,Syrian Arab Rep.,Asylum-seekers,336
2011,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),171
2011,New Zealand,Syrian Arab Rep.,Asylum-seekers,2
2011,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),35
2011,Oman,Syrian Arab Rep.,Asylum-seekers,4
2011,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2011,Pakistan,Syrian Arab Rep.,Asylum-seekers,2
2011,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2011,Panama,Syrian Arab Rep.,Asylum-seekers,2
2011,Philippines,Syrian Arab Rep.,Asylum-seekers,2
2011,Poland,Syrian Arab Rep.,Asylum-seekers,10
2011,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2011,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2011,Romania,Syrian Arab Rep.,Asylum-seekers,27
2011,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2011,Russian Federation,Syrian Arab Rep.,Asylum-seekers,12
2011,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2011,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
2011,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2011,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2011,Slovenia,Syrian Arab Rep.,Asylum-seekers,6
2011,Sweden,Syrian Arab Rep.,Asylum-seekers,485
2011,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1206
2011,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2011,Togo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2011,Thailand,Syrian Arab Rep.,Asylum-seekers,8
2011,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2011,Turkey,Syrian Arab Rep.,Asylum-seekers,205
2011,Turkey,Syrian Arab Rep.,Others of concern,9270
2011,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),19
2011,Ukraine,Syrian Arab Rep.,Asylum-seekers,176
2011,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),43
2011,United States of America,Syrian Arab Rep.,Asylum-seekers,112
2011,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),373
2011,Yemen,Syrian Arab Rep.,Asylum-seekers,24
2011,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2012,Afghanistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Angola,Syrian Arab Rep.,Asylum-seekers,1
2012,Albania,Syrian Arab Rep.,Asylum-seekers,3
2012,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,14
2012,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2012,Argentina,Syrian Arab Rep.,Asylum-seekers,9
2012,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
2012,Armenia,Syrian Arab Rep.,Asylum-seekers,340
2012,Armenia,Syrian Arab Rep.,Others of concern,5500
2012,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),136
2012,Australia,Syrian Arab Rep.,Asylum-seekers,74
2012,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),204
2012,Austria,Syrian Arab Rep.,Asylum-seekers,694
2012,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1675
2012,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,6
2012,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2012,Belgium,Syrian Arab Rep.,Asylum-seekers,938
2012,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),355
2012,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),97
2012,Bahrain,Syrian Arab Rep.,Asylum-seekers,3
2012,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,26
2012,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2012,Belarus,Syrian Arab Rep.,Asylum-seekers,11
2012,Brazil,Syrian Arab Rep.,Asylum-seekers,67
2012,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2012,Canada,Syrian Arab Rep.,Asylum-seekers,404
2012,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),533
2012,Switzerland,Syrian Arab Rep.,Asylum-seekers,1692
2012,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1391
2012,Chile,Syrian Arab Rep.,Asylum-seekers,5
2012,Cameroon,Syrian Arab Rep.,Asylum-seekers,3
2012,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Colombia,Syrian Arab Rep.,Asylum-seekers,2
2012,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Costa Rica,Syrian Arab Rep.,Asylum-seekers,2
2012,Cuba,Syrian Arab Rep.,Asylum-seekers,3
2012,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2012,Cyprus,Syrian Arab Rep.,Asylum-seekers,946
2012,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),139
2012,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,70
2012,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),54
2012,Germany,Syrian Arab Rep.,Asylum-seekers,5986
2012,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18165
2012,Denmark,Syrian Arab Rep.,Asylum-seekers,115
2012,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1903
2012,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2012,Algeria,Syrian Arab Rep.,Asylum-seekers,236
2012,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2012,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12836
2012,Spain,Syrian Arab Rep.,Asylum-seekers,320
2012,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2012,Finland,Syrian Arab Rep.,Asylum-seekers,110
2012,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),218
2012,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),640
2012,United Kingdom,Syrian Arab Rep.,Asylum-seekers,389
2012,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1717
2012,Georgia,Syrian Arab Rep.,Asylum-seekers,16
2012,Georgia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),141
2012,Ghana,Syrian Arab Rep.,Asylum-seekers,2
2012,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2012,"China, Hong Kong SAR",Syrian Arab Rep.,Asylum-seekers,1
2012,Croatia,Syrian Arab Rep.,Asylum-seekers,40
2012,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2012,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),86
2012,Indonesia,Syrian Arab Rep.,Asylum-seekers,48
2012,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2012,India,Syrian Arab Rep.,Asylum-seekers,5
2012,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2012,Ireland,Syrian Arab Rep.,Asylum-seekers,15
2012,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),38
2012,Iraq,Syrian Arab Rep.,Asylum-seekers,1185
2012,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),63586
2012,Iceland,Syrian Arab Rep.,Asylum-seekers,2
2012,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2012,Italy,Syrian Arab Rep.,Asylum-seekers,507
2012,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),445
2012,Jordan,Syrian Arab Rep.,Asylum-seekers,491
2012,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),238798
2012,Japan,Syrian Arab Rep.,Asylum-seekers,18
2012,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,12
2012,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,34
2012,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2012,Cambodia,Syrian Arab Rep.,Asylum-seekers,1
2012,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,146
2012,Kuwait,Syrian Arab Rep.,Asylum-seekers,8
2012,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2012,Lebanon,Syrian Arab Rep.,Asylum-seekers,242
2012,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),126939
